user_id,score
1,4.9703031
28,5.0
29,4.941674880424909
30,4.9924808759565025
31,4.9924808759565025
32,4.9924808759565025
33,4.9924808759565025
34,4.9924808759565025
35,4.9924808759565025
36,4.9924808759565025
37,4.9924808759565025
38,4.9924808759565025
39,4.9924808759565025
41,5.0
43,4.9924808759565025
44,5.0
52,4.9924808759565025
53,4.9924808759565025
54,4.941674880424909
73,4.9924808759565025
75,5.0
78,4.9924808759565025
79,4.9924808759565025
80,4.9924808759565025
81,4.9924808759565025
82,4.9924808759565025
83,4.925
84,4.9924808759565025
85,4.9924808759565025
86,4.9924808759565025
87,4.9924808759565025
88,4.9924808759565025
89,4.4
90,4.9924808759565025
91,4.9924808759565025
92,4.9924808759565025
93,4.9924808759565025
94,4.9924808759565025
95,4.9924808759565025
96,5.0
97,4.9924808759565025
98,4.9924808759565025
99,4.9924808759565025
100,5.0
101,4.9924808759565025
102,4.9924808759565025
103,4.9924808759565025
104,4.9924808759565025
105,4.9924808759565025
106,4.9924808759565025
107,4.9924808759565025
108,5.0
109,5.0
110,4.9924808759565025
111,4.9924808759565025
112,4.9924808759565025
113,5.0
114,4.9924808759565025
115,5.0
116,5.0
117,4.9924808759565025
118,4.9924808759565025
119,4.9924808759565025
120,4.9924808759565025
121,4.9924808759565025
122,4.9924808759565025
123,4.9924808759565025
124,4.9924808759565025
125,5.0
126,4.9924808759565025
127,4.9924808759565025
128,4.9924808759565025
129,5.0
130,4.9924808759565025
131,4.9924808759565025
132,5.0
133,4.9924808759565025
134,4.9924808759565025
135,4.9924808759565025
136,4.9924808759565025
137,4.9924808759565025
138,4.9924808759565025
139,4.9924808759565025
140,4.9924808759565025
141,4.9924808759565025
142,5.0
143,4.9924808759565025
144,4.941674880424909
145,4.9924808759565025
146,4.9924808759565025
147,4.9924808759565025
148,4.9924808759565025
149,4.9924808759565025
150,4.9924808759565025
151,4.9924808759565025
152,4.9924808759565025
153,4.9924808759565025
154,4.9924808759565025
155,4.9924808759565025
156,4.9924808759565025
157,4.9924808759565025
158,4.9924808759565025
159,4.9924808759565025
160,4.9924808759565025
161,4.9924808759565025
162,4.9924808759565025
163,4.9924808759565025
164,4.9924808759565025
165,4.9924808759565025
166,4.9924808759565025
167,4.9924808759565025
168,4.9924808759565025
169,4.9924808759565025
170,4.9924808759565025
171,4.9924808759565025
172,4.9924808759565025
173,4.9924808759565025
174,4.9924808759565025
175,4.9924808759565025
176,4.9924808759565025
177,4.9924808759565025
178,4.9924808759565025
179,4.9924808759565025
180,4.9924808759565025
181,4.9924808759565025
182,4.9924808759565025
183,4.9924808759565025
184,4.9924808759565025
185,4.9924808759565025
186,4.9924808759565025
187,4.9924808759565025
188,4.9924808759565025
189,4.9924808759565025
190,4.9924808759565025
191,4.9924808759565025
192,4.9924808759565025
193,4.9924808759565025
194,4.9924808759565025
195,4.9924808759565025
196,4.9924808759565025
197,4.9924808759565025
198,4.9924808759565025
199,4.9924808759565025
200,4.9924808759565025
201,4.9924808759565025
202,4.9924808759565025
203,4.9924808759565025
204,4.9924808759565025
205,4.9924808759565025
206,4.9924808759565025
207,4.9924808759565025
208,4.9924808759565025
209,4.9924808759565025
210,4.9924808759565025
211,4.9924808759565025
212,4.9924808759565025
213,4.9924808759565025
214,4.9924808759565025
215,4.9924808759565025
216,4.9924808759565025
217,4.9924808759565025
218,4.9924808759565025
